trknum,CreateDate,ProductName,Topic,Subtopic,Platform,PageCount
7612383068,07MAR2018:18:28:23.557,External Web,SAS profile,password reset,web browser,2
7612565596,24SEP2018:20:22:53.833,SAS OnDemand for Academics: Enterprise Miner,usage,,win10,2
7612351998,05FEB2018:15:02:46.837,SAS OnDemand for Academics: Enterprise Miner,installation,r&d assistance,win10,3
7612312768,19DEC2017:09:31:45.000,SAS OnDemand for Academics: SAS Studio,performance,r&d assistance,,12
7612338489,22JAN2018:19:25:44.887,General Product Information,options,,,4
7612546713,05SEP2018:14:20:17.390,SAS OnDemand for Academics: SAS Studio,instructor data,,windows,7
7612383388,07MAR2018:22:15:31.557,External Web,SAS profile,password reset,web browser,7
7612565789,25SEP2018:01:53:30.353,SAS OnDemand for Academics,performance,,win10,14
7612571609,28SEP2018:19:28:10.637,SAS OnDemand for Academics,log on,,win7,1
7612371158,23FEB2018:21:50:26.910,SAS OnDemand for Academics: Enterprise Guide,defect,,win10,14
7612571782,29SEP2018:01:56:54.707,SAS Ondemand for Academics: Control Center,outage,r&d assistance,linux x64,2
7612382872,07MAR2018:16:10:15.020,External Web,Tracks,,web browser,1
7612506139,23JUL2018:17:07:00.037,SAS University Edition Basic vApp,error,other,win10,1
7612506400,23JUL2018:20:39:27.220,External Web,SAS profile,deletion request,web browser,8
7612357805,09FEB2018:22:20:09.830,External Web,SAS profile,activation e-mail,win7,1
7612584242,12OCT2018:13:45:25.233,SAS OnDemand for Academics: Enterprise Guide,outage,,win10,4
7612358055,11FEB2018:10:54:05.743,SAS OnDemand for Academics,log on,,win10,3
7612435145,03MAY2018:16:30:19.703,SAS Ondemand for Academics: Control Center,log on,r&d assistance,,6
7612299263,04DEC2017:15:07:11.373,SAS Deployment Wizard,,,winx64,1
7612286568,18NOV2017:10:21:04.790,External Web,SAS profile,,web browser,4
7612338441,22JAN2018:18:50:20.900,External Web,SAS profile,email update/change,,4
7612352007,05FEB2018:15:05:41.477,SAS University Edition Basic vApp,download,,mac x64,5
7612416493,12APR2018:09:51:54.413,e-Learning,Technical Problem,,,6
7612292769,27NOV2017:17:00:51.563,SAS University Edition Basic vApp,update,,,7
7612357993,11FEB2018:06:21:08.097,SAS Ondemand for Academics: Control Center,outage,r&d assistance,,4
7612493450,09JUL2018:20:29:30.830,SAS OnDemand for Academics,log on,,windows,4
7612358037,11FEB2018:09:41:05.473,SAS OnDemand for Academics,log on,,win10,4
7612292974,27NOV2017:19:34:59.423,e-Learning,Activation/Access Problem,,,3
7612424820,22APR2018:06:43:10.990,External Web,SAS profile,profile creation error,,4
7612515623,01AUG2018:20:55:15.323,SAS University Edition Basic vApp,update,,,1
7612311612,18DEC2017:10:52:24.363,SAS OnDemand for Academics,outage,dashboard,,5
7612438413,08MAY2018:07:10:11.667,External Web,SAS profile,profile creation error,,4
7612285198,16NOV2017:19:51:21.130,Curriculum Pathways,documentation,,win10,15
7612304861,10DEC2017:02:07:21.743,SAS OnDemand for Academics,log on,,,10
7612349113,01FEB2018:14:02:40.023,SAS Viya Trial,log on,,,5
7612273164,06NOV2017:15:17:51.950,SAS University Edition Basic vApp,error,other,,3
7612424869,22APR2018:17:24:21.747,SAS University Edition Basic vApp,virtualbox,settings,,4
7612450936,22MAY2018:10:00:48.110,External Web,SAS profile,activation e-mail,web browser,8
7612362688,15FEB2018:15:23:34.570,SAS OnDemand for Academics: Enterprise Guide,performance,r&d assistance,win7,5
7612292145,27NOV2017:09:13:48.463,SAS Viya Trial,log on,,,6
7612438239,08MAY2018:00:30:50.903,External Web,SAS profile,profile creation error,,3
7612291724,25NOV2017:15:39:57.293,SAS University Edition Basic vApp,virtualbox,,,15
7612324279,08JAN2018:03:09:39.617,External Web,SAS profile,password reset,web browser,4
7612444601,15MAY2018:03:51:08.340,e-Learning,Activation/Access Problem,,,4
7612522768,09AUG2018:16:14:35.203,SAS Viya Trial,sas visual analytics,,,5
7612336723,19JAN2018:16:48:57.147,e-Learning,Activation/Access Problem,,,5
7612343584,26JAN2018:16:06:21.337,SAS OnDemand for Academics: Enterprise Miner,configuration,,,11
7612478225,21JUN2018:13:57:43.830,SAS OnDemand for Academics,log on,,,1
7612330467,12JAN2018:19:54:18.960,Projects,,,,8
7612318982,30DEC2017:20:50:51.943,External Web,SAS profile,profile creation error,,4
7612356289,08FEB2018:16:52:33.190,SAS University Edition Basic vApp,download,,win8,3
7612387191,12MAR2018:17:15:06.477,External Web,SAS profile,activation e-mail,web browser,4
7612516346,02AUG2018:14:31:06.653,SAS OnDemand for Academics: SAS Studio,usage,,web browser,4
7612444552,15MAY2018:02:37:07.777,External Web,SAS profile,profile creation error,,4
7612572067,30SEP2018:21:52:07.853,SAS OnDemand for Academics,outage,,win2012r2,2
7612438309,08MAY2018:03:36:52.117,SAS OnDemand for Academics,usage,,,4
7612336703,19JAN2018:16:33:00.660,External Web,SAS profile,password reset,,4
7612484964,28JUN2018:16:34:39.700,External Web,SAS profile,activation e-mail,web browser,2
7612451689,22MAY2018:20:31:28.330,SAS University Edition Basic vApp,error,other,win10,7
7612369293,22FEB2018:14:12:29.627,SAS University Edition Basic vApp,,,linux x64,1
7612304986,10DEC2017:21:08:37.503,SAS OnDemand for Academics,log on,,,4
7612471471,14JUN2018:02:13:31.937,External Web,SAS profile,r&d assistance,web browser,4
7612437945,07MAY2018:18:49:20.750,SAS University Edition Basic vApp,error,,win7,1
7612392840,17MAR2018:23:06:55.263,e-Learning,Sample data/practice files,,,4
7612324154,07JAN2018:14:12:34.173,External Web,SAS profile,activation e-mail,,4
7612496288,12JUL2018:05:27:18.663,SAS OnDemand for Academics: Enterprise Miner,usage,r&d assistance,win10,5
7612583946,12OCT2018:07:48:37.157,External Web,SAS profile,profile creation,web browser,4
7612586076,15OCT2018:16:35:28.207,SAS University Edition Basic vApp,download,,win10,4
7612594109,23OCT2018:17:50:07.763,SAS University Edition Basic vApp,download,,mac x64,4
7612520045,07AUG2018:14:06:07.567,SAS OnDemand for Professionals: Enterprise Guide,no meaningful topic,,win10,1
7612537926,27AUG2018:16:21:27.323,External Web,SAS profile,email update/change,web browser,6
7612584385,12OCT2018:15:21:49.267,SAS University Edition Basic vApp,virtualbox,settings,mac x64,1
7612443395,14MAY2018:07:30:50.350,External Web,SAS profile,password reset,web browser,4
7612455386,25MAY2018:19:00:58.383,SAS OnDemand for Academics: Enterprise Miner,java,,win10,5
7612525582,13AUG2018:20:23:15.417,SAS OnDemand for Academics,configuration,,win10,8
7612542552,30AUG2018:22:21:37.053,External Web,SAS profile,password reset,web browser,4
7612595372,24OCT2018:16:12:39.487,SAS University Edition Basic vApp,shared folder,,mac x64,1
7612352780,06FEB2018:00:56:43.280,SAS OnDemand for Academics,no meaningful topic,,win10,3
7612590113,18OCT2018:19:35:33.343,External Web,SAS profile,profile creation,web browser,2
7612320359,02JAN2018:19:52:47.183,External Web,SAS profile,password reset,web browser,6
7612592959,22OCT2018:20:15:01.123,External Web,SAS profile,password reset,web browser,3
7612543839,02SEP2018:06:40:33.770,SAS University Edition Basic vApp,download,,win10,7
7612560130,18SEP2018:19:25:46.693,SAS OnDemand for Academics: Enterprise Miner,java,,win10,4
7612508844,25JUL2018:18:58:08.913,External Web,SAS profile,password reset,web browser,4
7612298690,03DEC2017:21:10:11.290,External Web,SAS profile,activation e-mail,,3
7612559605,18SEP2018:13:38:48.993,SAS University Edition Basic vApp,error,bios,win10,10
7612570502,27SEP2018:20:21:21.777,SAS OnDemand for Academics,log on,,win7,3
7612571440,28SEP2018:16:53:05.700,SAS OnDemand for Academics: Enterprise Miner,java,,win10,5
7612591173,19OCT2018:19:24:57.077,SAS Ondemand for Academics: Control Center,log on,r&d assistance,linux x64,4
7612408132,03APR2018:20:04:53.370,SAS OnDemand for Academics,log on,,,4
7612571921,29SEP2018:22:12:00.710,SAS Ondemand for Academics: Control Center,outage,r&d assistance,linux x64,2
7612595438,24OCT2018:17:09:25.890,SAS Ondemand for Academics: Control Center,log on,,linux x64,1
7612585786,15OCT2018:13:46:16.020,SAS Ondemand for Academics: Control Center,log on,r&d assistance,linux x64,1
7612570040,27SEP2018:14:37:18.930,SAS OnDemand for Academics,log on,,win10,3
7612565292,24SEP2018:17:19:15.223,SAS Studio,configuration,,linux x64,5
7612559745,18SEP2018:14:56:56.593,SAS OnDemand for Academics: SAS Studio,performance,r&d assistance,mac os,5
7612572913,01OCT2018:16:52:12.177,SAS OnDemand for Academics: Enterprise Miner,performance,,win10,4
7612561653,19SEP2018:21:56:13.587,SAS OnDemand for Academics: SAS Studio,performance,r&d assistance,web browser,4
7612558214,17SEP2018:12:47:03.580,SAS OnDemand for Academics: Enterprise Miner,java,,win10,9
7612590277,18OCT2018:23:38:37.430,SAS OnDemand for Academics,log on,,win10,2
7612559873,18SEP2018:16:29:24.233,SAS OnDemand for Academics,registration,,windows,5
7612414558,10APR2018:17:32:09.607,SAS OnDemand for Academics: SAS Studio,usage,,web browser,8
7612380045,06MAR2018:00:56:33.330,SAS OnDemand for Academics: Enterprise Miner,usage,,windows,4
7612275810,08NOV2017:15:35:05.863,Web Profile,no meaningful topic,,,4
7612367075,20FEB2018:22:06:34.850,External Web,SAS profile,,,3
7612314753,20DEC2017:21:26:45.757,External Web,SAS profile,activation e-mail,,6
7612379950,05MAR2018:22:32:02.697,External Web,SAS profile,,,4
7612282347,14NOV2017:19:31:47.947,SAS EVAAS for K-12,,,,3
7612373688,27FEB2018:16:26:44.967,SAS University Edition Basic vApp,error,,win10,7
7612275729,08NOV2017:14:49:06.063,SAS OnDemand for Academics,performance,,,8
7612393846,19MAR2018:16:30:53.863,External Web,SAS profile,profile creation error,,5
7612321731,04JAN2018:00:27:10.757,SAS University Edition Basic vApp,download,,winx64,4
7612386059,10MAR2018:13:57:18.497,SAS OnDemand for Academics,outage,,,5
7612479465,22JUN2018:15:07:22.870,SAS University Edition Basic vApp,usage,refered to communities,win10,6
7612400564,26MAR2018:16:28:08.320,SAS University Edition Basic vApp,download,,,3
7612373432,27FEB2018:14:05:29.663,SAS University Edition Basic vApp,download,,,6
7612341719,25JAN2018:05:00:44.637,External Web,SAS profile,activation e-mail,,4
7612446920,16MAY2018:23:55:47.680,External Web,SAS profile,activation e-mail,,3
7612472816,15JUN2018:05:28:56.820,e-Learning,Activation/Access Problem,r&d assistance,win10,4
7612315152,21DEC2017:09:10:49.517,External Web,SAS profile,password reset,,4
7612479907,23JUN2018:04:16:23.277,SAS University Edition Basic vApp,error,other,win10,3
7612308190,13DEC2017:16:20:38.157,External Web,SAS profile,password reset,aix 64bit,6
7612386145,10MAR2018:21:41:25.580,SAS OnDemand for Academics,outage,dashboard,win10,2
7612420995,17APR2018:19:51:39.577,External Web,SAS profile,activation e-mail,web browser,4
7612440231,09MAY2018:15:32:01.830,SAS University Edition Basic vApp,download,,,3
7612386369,12MAR2018:03:32:56.033,External Web,SAS profile,activation e-mail,web browser,4
7612321574,03JAN2018:20:57:52.367,SAS OnDemand for Academics,no meaningful topic,,windows,5
7612472652,14JUN2018:21:33:35.913,SAS University Edition Basic vApp,virtualbox,bios,win10,2
7612517888,03AUG2018:21:06:22.550,SAS Ondemand for Academics: Control Center,registration,,,4
7612393839,19MAR2018:16:23:52.563,Curriculum Pathways,help,,,7
7612315469,21DEC2017:15:11:58.047,SAS OnDemand for Academics,options,,winx64,7
7612379861,05MAR2018:21:20:44.973,SAS University Edition Basic vApp,download,,winx64,6
7612308517,13DEC2017:20:28:53.953,SAS University Edition Basic vApp,,,,1
7612322327,04JAN2018:16:18:40.340,SAS University Edition Basic vApp,error,,win10,11
7612492295,08JUL2018:14:08:01.883,External Web,SAS profile,password reset,web browser,2
7612386311,12MAR2018:00:52:49.837,SAS University Edition Basic vApp,download,,,12
7612421176,18APR2018:00:23:39.280,External Web,SAS profile,activation e-mail,,2
7612275762,08NOV2017:15:05:57.460,External Web,SAS profile,activation e-mail,web browser,6
7612295680,29NOV2017:19:02:40.040,Curriculum Pathways,resources,web-based,web browser,4
7612547300,05SEP2018:21:31:05.830,SAS University Edition Basic vApp,virtualbox,settings,linux x64,1
7612411687,06APR2018:16:57:02.623,SAS OnDemand for Academics: Enterprise Miner,instructor data,,,4
7612445268,15MAY2018:16:20:32.367,External Web,SAS profile,profile creation error,,4
7612297892,01DEC2017:15:08:48.567,SAS University Edition,usage,,windows,3
7612514545,01AUG2018:02:32:24.350,External Web,SAS profile,password reset,web browser,4
7612499450,16JUL2018:14:06:08.933,Miscellaneous,usage,,,8
7612317928,27DEC2017:18:22:27.373,External Web,SAS profile,activation e-mail,,4
7612326196,09JAN2018:16:41:48.560,External Web,SAS profile,email update/change,,6
7612284212,16NOV2017:01:43:00.630,SAS University Edition Basic vApp,performance,,,4
7612310607,15DEC2017:16:14:07.947,e-Learning,Sample data/practice files,,win10,4
7612277604,09NOV2017:18:35:45.110,SAS EVAAS for K-12,,,,4
7612367227,21FEB2018:01:55:37.267,External Web,SAS profile,activation e-mail,,4
7612398377,22MAR2018:23:12:40.957,SAS OnDemand for Academics: SAS Studio,usage,,,9
7612478691,21JUN2018:20:05:34.397,SAS University Edition Basic vApp,usage,,windows,1
7612478391,21JUN2018:15:47:51.500,SAS University Edition Basic vApp,error,bios,win7,7
7612398608,23MAR2018:08:35:50.373,SAS University Edition Basic vApp,shared folder,,,4
7612499700,16JUL2018:16:52:48.247,SAS University Edition Basic vApp,download,,windows,1
7612392624,16MAR2018:20:33:37.633,SAS OnDemand for Academics,no meaningful topic,,win10,1
7612375536,28FEB2018:23:01:52.847,SAS OnDemand for Academics: Enterprise Miner,usage,,linux x64,6
7612359016,12FEB2018:18:06:05.880,SAS OnDemand for Academics: Enterprise Guide,security incident,r&d assistance,win10,4
7612341426,24JAN2018:21:19:23.920,SAS OnDemand for Academics,registration,,,4
7612418629,15APR2018:14:37:49.420,SAS University Edition Basic vApp,no meaningful topic,,,4
7612333351,16JAN2018:22:44:42.393,SAS University Edition,performance,,mac os,1
7612493374,09JUL2018:19:33:31.177,External Web,SAS profile,password reset,web browser,4
7612392244,16MAR2018:15:47:30.193,SAS University Edition Basic vApp,virtualbox,,,6
7612493301,09JUL2018:18:31:03.180,SAS University Edition Basic vApp,no meaningful topic,,win10,1
7612457728,30MAY2018:05:41:33.977,External Web,SAS profile,,,2
7612412275,08APR2018:13:54:18.810,SAS OnDemand for Academics,instructor data,,win10,6
7612514656,01AUG2018:06:35:26.833,Miscellaneous,no meaningful topic,,,4
7612304611,08DEC2017:20:29:16.303,SAS University Edition Basic vApp,usage,,,1
7612284926,16NOV2017:16:50:06.257,Curriculum Pathways,,,win7,4
7612433158,02MAY2018:01:02:41.473,SAS Viya Trial,log on,,,6
7612341087,24JAN2018:17:37:12.380,SAS University Edition Basic vApp,error,other,win10,2
7612367825,21FEB2018:14:46:35.173,SAS OnDemand for Academics,log on,,,4
7612418678,15APR2018:23:23:56.887,External Web,SAS profile,activation e-mail,,4
7612418539,14APR2018:20:16:36.770,SAS University Edition Basic vApp,no meaningful topic,,,14
7612284353,16NOV2017:07:31:08.197,External Web,SAS profile,,web browser,4
7612349806,01FEB2018:20:42:20.360,SAS University Edition Basic vApp,download,,mac x64,1
7612422318,18APR2018:20:36:15.733,SAS University Edition Basic vApp,download,,,5
7612389375,14MAR2018:12:27:47.390,External Web,SAS profile,activation e-mail,,4
7612377503,02MAR2018:14:20:08.830,SAS University Edition Basic vApp,error,other,win10,7
7612401905,27MAR2018:15:58:26.203,SAS Ondemand for Academics: Control Center,usage,r&d assistance,,8
7612408766,04APR2018:12:39:53.600,External Web,SAS profile,profile creation error,,4
7612576857,04OCT2018:16:06:07.010,SAS OnDemand for Academics,log on,,win10,4
7612332072,16JAN2018:00:36:03.707,SAS OnDemand for Academics,instructor data,,win10,5
7612325474,09JAN2018:03:27:47.203,External Web,SAS profile,email update/change,web browser,3
7612467581,10JUN2018:06:39:31.800,External Web,SAS profile,profile creation error,,4
7612345648,29JAN2018:22:22:52.597,e-Learning,,,,1
7612512387,30JUL2018:15:54:16.847,SAS Viya Trial,log on,,,5
7612331688,15JAN2018:16:55:41.657,SAS University Edition Basic vApp,update,,mac x64,2
7612441618,10MAY2018:16:56:21.857,SAS EVAAS for K-12,tvaas,,web browser,3
7612292992,27NOV2017:19:42:51.203,SAS Viya Trial,sas visual analytics,,,8
7612286023,17NOV2017:15:59:44.817,SAS University Edition Basic vApp,error,other,win7,4
7612364617,19FEB2018:01:49:57.450,External Web,SAS profile,profile creation error,,4
7612441754,10MAY2018:18:46:45.393,SAS OnDemand for Academics: SAS Studio,performance,,mac os,4
7612493451,09JUL2018:20:29:32.393,SAS OnDemand for Academics,registration,,,1
7612377039,02MAR2018:01:47:19.120,SAS OnDemand for Academics,instructor data,,win10,4
7612395831,21MAR2018:02:51:03.180,SAS University Edition Basic vApp,error,,,4
7612358007,11FEB2018:07:15:02.850,SAS OnDemand for Academics,outage,dashboard,win10,4
7612357453,09FEB2018:17:04:34.523,SAS University Edition Basic vApp,download,,,4
7612272508,05NOV2017:18:28:45.943,SAS OnDemand for Academics,log on,,,4
7612325243,08JAN2018:21:09:45.477,External Web,SAS profile,password reset,,3
7612357954,10FEB2018:23:28:55.367,SAS OnDemand for Academics,log on,,win10,4
7612364430,17FEB2018:13:22:19.773,SAS OnDemand for Academics,outage,,,4
7612512383,30JUL2018:15:53:08.217,SAS University Edition Basic vApp,virtualbox,settings,mac x64,5
7612434846,03MAY2018:13:21:20.077,SAS University Edition Basic vApp,download,,,4
7612370881,23FEB2018:18:01:25.343,SAS OnDemand for Academics: SAS Studio,usage,,mac x64,4
7612473736,16JUN2018:12:54:24.093,SAS Viya Trial,log on,,,8
7612338398,22JAN2018:18:21:35.180,SAS OnDemand for Academics: Enterprise Miner,performance,r&d assistance,win10,8
7612377019,02MAR2018:01:08:18.587,SAS OnDemand for Academics: Enterprise Miner,usage,,,6
7612441783,10MAY2018:19:05:06.137,e-Learning,Sample data/practice files,,,4
7612402469,28MAR2018:01:03:28.080,SAS University Edition Basic vApp,usage,,,4
7612520180,07AUG2018:15:28:19.713,SAS University Edition Basic vApp,error,other,mac x64,4
7612467557,09JUN2018:22:52:24.530,SAS University Edition Basic vApp,update,,,6
7612338215,22JAN2018:16:32:29.190,SAS OnDemand for Academics: Enterprise Miner,configuration,,,6
7612493416,09JUL2018:20:05:19.283,Curriculum Pathways,resources,app,ios,1
7612590185,18OCT2018:20:53:11.410,SAS University Edition Basic vApp,inquiry/interest,,mac x64,5
7612593701,23OCT2018:13:27:18.457,,,,,3
7612594943,24OCT2018:12:16:27.703,,,,,3
7612598451,28OCT2018:23:00:03.720,External Web,SAS profile,profile creation,web browser,2
7612598463,29OCT2018:00:01:04.910,External Web,SAS profile,activation e-mail,web browser,2
7612598418,28OCT2018:15:56:57.380,SAS University Edition Basic vApp,error,,win7,2
7612598284,27OCT2018:17:01:37.320,SAS OnDemand for Academics: Enterprise Miner,,,,2
7612594693,24OCT2018:07:36:28.557,,,,,3
7612590020,18OCT2018:18:22:17.743,,,,,6
7612598321,28OCT2018:01:38:44.033,External Web,SAS profile,activation e-mail,web browser,2
7612592244,22OCT2018:13:28:56.210,SAS Viya Trial,log on,,,11
7612586299,15OCT2018:19:34:32.547,SAS Viya Trial,log on,,,7
7612596397,25OCT2018:13:30:01.397,SAS Ondemand for Academics: Control Center,log on,r&d assistance,linux x64,3
7612590911,19OCT2018:15:17:54.057,SAS University Edition Basic vApp,virtualbox,,win7,9
7612595070,24OCT2018:13:30:49.127,,,,,2
7612598254,27OCT2018:12:32:33.097,Jupyter Notebook - SAS Kernel,usage,,,6
7612598450,28OCT2018:22:36:02.900,External Web,SAS profile,password reset,web browser,2
7612590234,18OCT2018:21:54:37.420,e-Learning,Content question,,win10,4
7612578634,07OCT2018:14:41:10.627,SAS University Edition Basic vApp,error,other,win10,4
7612564134,21SEP2018:21:00:48.433,External Web,SAS profile,activation e-mail,web browser,4
7612596820,25OCT2018:17:43:21.830,,,,,2
7612594532,24OCT2018:06:11:38.447,SAS Ondemand for Academics: Control Center,log on,r&d assistance,linux x64,2
7612576111,04OCT2018:01:10:03.103,SAS OnDemand for Academics: SAS Studio,instructor data,r&d assistance,web browser,4
7612583759,12OCT2018:02:17:33.047,SAS e-Learning Library,usage,,win10,10
7612581040,09OCT2018:20:56:15.730,SAS OnDemand for Academics: Enterprise Miner,usage,,win10,2
7612584333,12OCT2018:14:42:40.387,SAS Ondemand for Academics: Control Center,log on,r&d assistance,linux x64,33
7612573125,01OCT2018:18:59:12.310,e-Learning,Content question,,win10,3
7612560100,18SEP2018:19:01:25.070,SAS OnDemand for Academics,registration,,win10,4
7612552011,10SEP2018:16:30:12.900,SAS University Edition Basic vApp,usage,refered to communities,linux x64,1
7612595410,24OCT2018:16:46:31.590,e-Learning,Sample data/practice files,r&d assistance,,5
7612365476,19FEB2018:18:16:51.050,SAS University Edition Basic vApp,shared folder,,windows,2
7612595647,24OCT2018:19:45:35.617,e-Learning,e-learning extension,,windows,2
7612456913,29MAY2018:13:50:25.240,SAS OnDemand for Academics,outage,,,5
7612436568,04MAY2018:21:54:42.983,External Web,SAS profile,password reset,,4
7612343384,26JAN2018:13:31:03.763,External Web,SAS profile,password reset,,4
7612377579,02MAR2018:15:13:58.167,SAS University Edition Basic vApp,usage,,,4
7612497882,13JUL2018:12:20:45.643,Miscellaneous,no meaningful topic,,,4
7612583394,11OCT2018:18:13:09.997,SAS University Edition Basic vApp,error,bios,windows,10
7612446406,16MAY2018:15:22:39.070,SAS University Edition Basic vApp,update,,win10,4
7612338477,22JAN2018:19:16:41.237,External Web,SAS profile,activation e-mail,,4
7612480826,25JUN2018:15:23:04.483,SAS University Edition Basic vApp,download,,win10,24
7612555357,13SEP2018:09:13:05.943,SAS Store,SAS University Edition,,,8
7612450490,21MAY2018:21:25:28.787,SAS University Edition Basic vApp,usage,refered to communities,win10,5
7612559997,18SEP2018:17:55:25.980,External Web,SAS profile,activation e-mail,web browser,7
7612512305,30JUL2018:15:11:44.693,SAS University Edition Basic vApp,shared folder,,win10,7
7612526376,14AUG2018:14:41:39.663,External Web,SAS profile,password reset,web browser,2
7612501677,18JUL2018:08:23:29.257,SAS OnDemand for Academics: SAS Studio,no meaningful topic,,web browser,3
7612525571,13AUG2018:20:14:19.727,External Web,SAS profile,password reset,web browser,11
7612309358,14DEC2017:15:31:05.333,SAS OnDemand for Academics,log on,,,4
7612594748,24OCT2018:08:31:27.430,,,,,3
7612439106,08MAY2018:17:51:10.203,External Web,SAS profile,password reset,web browser,5
7612433048,01MAY2018:20:57:42.070,SAS OnDemand for Academics: Enterprise Miner,usage,,,8
7612406828,02APR2018:19:57:37.087,SAS University Edition Basic vApp,virtualbox,,,5
7612447744,17MAY2018:16:51:03.047,External Web,SAS profile,password reset,web browser,8
7612504892,20JUL2018:20:46:23.273,External Web,SAS profile,deletion request,web browser,6
7612365660,19FEB2018:21:45:12.627,SAS University Edition Basic vApp,download,,win10,6
7612325098,08JAN2018:19:20:37.697,SAS University Edition Basic vApp,download,,win10,6
7612527884,15AUG2018:21:31:19.120,e-Learning,Technical Problem,,win10,1
7612559639,18SEP2018:13:56:45.897,External Web,SAS profile,activation e-mail,web browser,1
7612486665,01JUL2018:20:20:40.787,SAS University Edition Basic vApp,error,other,winx64,4
7612427835,25APR2018:12:34:23.763,External Web,SAS profile,activation e-mail,,2
7612472708,14JUN2018:23:30:50.970,SAS OnDemand for Academics,log on,,,5
7612386063,10MAR2018:14:11:18.630,SAS OnDemand for Academics,outage,dashboard,win10,4
7612400175,26MAR2018:12:43:55.760,External Web,SAS profile,profile creation error,,4
7612486398,29JUN2018:21:54:26.613,SAS University Edition Basic vApp,update,,,1
7612386132,10MAR2018:19:39:24.123,SAS OnDemand for Academics,outage,dashboard,,4
7612268481,31OCT2017:15:33:58.280,SAS OnDemand for Academics,performance,,,4
7612408146,03APR2018:20:17:22.197,SAS OnDemand for Academics: SAS Studio,configuration,,web browser,6
7612421149,17APR2018:23:27:49.757,SAS University Edition Basic vApp,error,other,windows,4
7612342006,25JAN2018:12:41:38.183,SAS OnDemand for Academics,log on,,,4
7612393801,19MAR2018:16:04:31.330,SAS OnDemand for Academics: Enterprise Miner,java,r&d assistance,win10,4
7612447274,17MAY2018:09:57:02.857,External Web,SAS profile,profile creation error,,4
7612466273,07JUN2018:20:30:43.857,SAS University Edition Basic vApp,error,,win10,11
7612452911,23MAY2018:18:59:41.073,SAS University Edition Basic vApp,virtualbox,settings,mac x64,4
7612322255,04JAN2018:15:36:22.993,SAS OnDemand for Academics: Enterprise Miner,java,,,6
7612342177,25JAN2018:15:05:39.113,External Web,SAS profile,activation e-mail,,4
7612386074,10MAR2018:14:53:19.617,SAS OnDemand for Academics,log on,,,7
7612393792,19MAR2018:16:00:21.480,SAS University Edition,installation,,virtualbox,1
7612433833,02MAY2018:15:40:56.733,External Web,SAS profile,password reset,web browser,7
7612341841,25JAN2018:09:09:38.807,SAS University Edition Basic vApp,error,other,win10,30
7612479883,23JUN2018:00:19:20.830,e-Learning,Sample data/practice files,,win10,4
7612268445,31OCT2017:15:13:41.723,SAS OnDemand for Academics: Enterprise Miner,performance,,,5
7612328305,11JAN2018:02:51:58.187,SAS University Edition Basic vApp,virtualbox,,mac x64,5
7612308248,13DEC2017:17:08:33.700,SAS EVAAS for K-12,,,win10,3
7612347938,31JAN2018:15:49:00.343,SAS OnDemand for Academics: SAS Studio,performance,r&d assistance,win7,5
7612434139,02MAY2018:19:05:57.203,SAS OnDemand for Academics,log on,,,5
7612427396,24APR2018:23:33:48.000,SAS University Edition Basic vApp,shared folder,,,4
7612420861,17APR2018:18:02:12.050,SAS OnDemand for Academics: Enterprise Miner,instructor data,,,4
7612472594,14JUN2018:20:39:49.310,SAS University Edition Basic for Amazon Marketplace,usage,refered to communities,mac x64,11
7612400152,26MAR2018:12:14:57.523,SAS University Edition Basic vApp,error,bios,,5
7612386094,10MAR2018:16:19:20.473,SAS OnDemand for Academics,outage,,,4
7612543742,01SEP2018:14:00:14.960,External Web,SAS profile,password reset,web browser,4
7612360754,13FEB2018:23:25:08.040,SAS University Edition Basic vApp,virtualbox,,,4
7612408123,03APR2018:19:58:42.677,SAS University Edition Basic vApp,virtualbox,,win10,3
7612447153,17MAY2018:07:55:55.593,External Web,SAS profile,profile creation error,,5
7612386101,10MAR2018:16:46:20.777,SAS OnDemand for Academics,outage,dashboard,win10,7
7612345180,29JAN2018:17:03:02.147,SAS University Edition Basic vApp,download,,mac x64,11
7612506289,23JUL2018:18:49:53.677,SAS University Edition Basic vApp,error,bios,win7,1
7612408532,04APR2018:07:36:48.990,External Web,SAS profile,email update/change,,6
7612292711,27NOV2017:16:35:34.010,SAS University Edition Basic vApp,error,,win10,4
7612473866,17JUN2018:17:41:51.717,SAS University Edition Basic vApp,error,other,win10,1
7612312780,19DEC2017:09:55:32.643,External Web,SAS profile,,,5
7612338528,22JAN2018:19:52:39.197,SAS OnDemand for Academics,log on,,win7,10
7612271866,03NOV2017:15:55:07.130,SAS University Edition Basic vApp,inquiry/interest,,,1
7612358057,11FEB2018:11:04:06.093,SAS OnDemand for Academics,outage,dashboard,win10,4
7612331957,15JAN2018:21:49:40.697,SAS University Edition Basic vApp,no meaningful topic,,win10,1
7612499999,16JUL2018:20:53:57.473,External Web,SAS profile,activation e-mail,web browser,6
7612286326,17NOV2017:19:52:19.580,SAS University Edition Basic vApp,error,bios,win10,1
7612338438,22JAN2018:18:49:21.340,External Web,SAS profile,password reset,web browser,8
7612357254,09FEB2018:14:26:25.310,External Web,SAS profile,activation e-mail,,5
7612487253,02JUL2018:14:04:05.670,SAS University Edition Basic vApp,inquiry/interest,,,4
7612441545,10MAY2018:16:01:34.740,External Web,SAS profile,password reset,web browser,6
